ts,rg1,rg2,rg1tt,rg2tt,rg1tp,rg2tp,temp_bmx,press_bmx,temp_mcp,temp_sht,humidity_sht,si1145_vis,si1145_ir,si1145_uv,wind_spd,wind_dir,wind_gust,wind_gust_dir,heat_idx,wet_bulb_temp,wet_bulb_globe_temp
2026-04-22T08:54:19Z,0,0,0,3.1,4.2,0,22.8,849,23.4,23.3,70,835,6257,0,0.3,174,0.9,0.9,23.4,19.4,18.5
2026-04-22T09:10:16Z,0,0,0,1.4,4.2,0,22.1,848.9,22.6,22.8,71.7,518,2972,0,0.6,133,1.7,1.7,22.9,19.1,18.1
2026-04-22T09:25:23Z,0,0,0,1.8,4.2,0,22.5,848.7,22.9,23.2,71.4,585,3583,0,0.1,68,0.4,0.4,23.3,19.4,18.4
2026-04-22T09:40:29Z,0,0,0,0.9,4.2,0,23.1,848.3,23.6,23.7,69.7,428,1744,0,0.6,66,1.5,1.5,23.8,19.7,18.8
2026-04-22T09:56:21Z,0,0,0,4.2,4.2,0,23.8,848,24.3,24.4,64.9,1036,8312,0,0.7,127,1.3,1.3,24.5,19.7,19.4
2026-04-22T10:11:27Z,0,0,0,3.7,4.2,0,24.7,847.8,25,25.3,60.1,940,7219,0,0.6,85,1.3,1.3,25.3,19.7,20
2026-04-22T10:27:21Z,0,0,0,1.3,4.2,0,24.1,847.7,24.8,24.6,62.9,503,2695,0,0,168,0.2,0.2,24.7,19.6,19.5
2026-04-22T10:42:28Z,0,0,0,4.6,4.2,0,24.1,847.4,24.8,24.6,63.3,1110,9264,0,0.4,165,1.5,1.5,24.7,19.7,19.6
2026-04-22T10:57:35Z,0,0,0,2.6,4.2,0,25.3,847.2,25.8,26,58.1,734,5055,0,0.7,110,1.3,1.3,26.1,20.1,20.6
2026-04-22T11:12:42Z,0,0,0,1.5,4.2,0,26.4,846.9,26.9,27.2,55.6,536,3084,0,0.3,132,0.7,0.7,28,20.8,22
2026-04-22T11:27:49Z,0,0,0,4.2,4.2,0,26.1,846.7,26.7,27,59.3,1049,8512,0,0.7,127,2.4,2.4,28,21.1,22
2026-04-22T11:43:28Z,0,0,0,1.4,4.2,0,26.2,846.7,26.6,27.2,56.1,508,2699,0,1,176,2.8,2.8,28,20.8,22
2026-04-22T11:58:35Z,0,0,0,3.2,4.2,0,25.3,846.4,25.9,26.1,59.2,859,6586,0,0.6,140,1.5,1.5,26.2,20.4,20.7
2026-04-22T12:14:24Z,0,0,0,0.7,4.2,0,25.5,846.2,26.1,26.4,56.8,392,1506,0,0.7,123,2,2,26.5,20.2,20.9
2026-04-22T12:30:24Z,0,0,0,0.7,4.2,0,24.7,846.1,25.1,25.5,59.3,393,1500,0,0.2,142,0.7,0.7,25.5,19.8,20.2
2026-04-22T12:45:30Z,0,0,0,0.8,4.2,0,25.3,846,25.9,26,58.1,410,1763,0,0.1,165,0.6,0.6,26.1,20.1,20.6
2026-04-22T13:01:28Z,0,0,0,2,4.2,0,25.2,845.9,25.7,25.9,59.8,639,4231,0,0.4,165,2,2,26,20.3,20.6
2026-04-22T13:17:26Z,0,0,0,0.5,4.2,0,24.4,845.9,24.9,25.2,60.4,345,1064,0,0.7,188,2.2,2.2,25.3,19.7,20
2026-04-22T13:32:33Z,0,0,0,0.4,4.2,0,23.7,846,24,24.3,63,328,846,0,0.5,117,2.2,2.2,24.3,19.3,19.2
2026-04-22T13:48:30Z,0,0,0,1,4.2,0,24.3,845.9,24.7,25.1,58.5,454,2249,0,1.2,123,3.1,3.1,25.1,19.4,19.9
2026-04-22T14:03:36Z,0,0,0,0.9,4.2,0,24.5,845.8,25,25.5,57.2,415,1877,0,0.7,121,2.8,2.8,25.6,19.6,20.2
2026-04-22T14:19:25Z,0,0,0,0.6,4.2,0,24.2,845.8,24.6,24.9,59.5,375,1441,0,0.7,151,2.4,2.4,24.9,19.3,19.7
2026-04-22T14:34:30Z,0,0,0,0.3,4.2,0,23.8,846,24.1,24.3,63,322,839,0,0.1,123,0.9,0.9,24.4,19.3,19.3
2026-04-22T14:49:37Z,0,0,0,0.2,4.2,0,23.2,846.2,23.4,23.5,64.7,294,519,0,0.6,160,2,2,23.6,18.9,18.6
2026-04-22T15:05:28Z,0,0,0,0.1,4.2,0,22.6,846.3,22.9,23,68,283,459,0,0.1,160,0.9,0.9,23.1,18.8,18.2
2026-04-22T15:21:28Z,0,0,0,0.1,4.2,0,22.1,846.4,22.3,22.5,70.2,269,346,0,0.7,160,2,2,22.5,18.6,17.8
2026-04-22T15:36:35Z,0,0,0,0,4.2,0,21.6,846.6,21.8,22,73.8,261,260,0,0.2,160,1.1,1.1,22.1,18.6,17.4
2026-04-22T15:52:32Z,0,0,0,0,4.2,0,21.2,846.7,21.2,21.5,76.3,261,254,0,0,160,0,0,21.6,18.5,17
2026-04-22T16:07:39Z,0,0,0,0,4.2,0,20.7,846.8,20.9,21.1,78.7,259,253,0,0,160,0,0,21.2,18.4,16.6
2026-04-22T16:23:38Z,0,0,0,0,4.2,0,20.4,846.8,20.5,20.8,79.5,262,253,0,0,160,0,0,20.9,18.2,16.3
2026-04-22T16:38:45Z,0,0,0,0,4.2,0,20.1,846.9,20.2,20.4,80.9,262,252,0,0,160,0,0,20.5,18,16
2026-04-22T16:53:52Z,0,0,0,0,4.2,0,19.9,847.2,20,20.1,83.6,261,254,0,0,160,0,0,20.2,18.1,15.7
2026-04-22T17:09:44Z,0,0,0,0,4.2,0,19.4,847.3,19.5,19.7,84.1,260,253,0,0,160,0,0,19.8,17.8,15.4
2026-04-22T17:24:51Z,0,0,0,0,4.2,0,19.3,847.5,19.4,19.6,84.6,260,252,0,0,160,0,0,19.7,17.7,15.3
2026-04-22T17:40:34Z,0,0,0,0,4.2,0,19.3,847.8,19.5,19.6,84.4,260,253,0,0,160,0,0,19.7,17.7,15.3
2026-04-22T17:55:40Z,0,0,0,0,4.2,0,19.5,848,19.7,19.8,84.3,261,254,0,0,160,0,0,19.9,17.8,15.4
2026-04-22T18:10:47Z,0,0,0,0,4.2,0,19.3,848.1,19.4,19.6,85.4,261,253,0,0,160,0,0,19.7,17.8,15.3
2026-04-22T18:25:55Z,0,0,0,0,4.2,0,18.9,848.2,19,19.2,86.9,261,254,0,0,160,0,0,19.3,17.6,14.9
2026-04-22T18:41:02Z,0,0,0,0,4.2,0,18.4,848.2,18.4,18.7,89,260,254,0,0,160,0,0,18.8,17.4,14.5
2026-04-22T18:56:38Z,0,0,0,0,4.2,0,18.1,848.6,18.1,18.4,90.4,260,252,0,0,160,0,0,18.5,17.2,14.2
2026-04-22T19:11:45Z,0,0,0,0,4.2,0,17.9,848.8,18,18.2,91.2,260,252,0,0,160,0,0,18.3,17.1,14
2026-04-22T19:26:52Z,0,0,0,0,4.2,0,17.9,848.9,18,18.2,91.6,259,253,0,0,160,0,0,18.3,17.2,14
2026-04-22T19:41:59Z,0,0,0,0,4.2,0,17.8,848.9,17.9,18.1,91.8,259,254,0,0,160,0,0,18.3,17.1,14
2026-04-22T19:57:06Z,0,0,0,0,4.2,0,17.7,848.9,17.9,18.1,92.9,260,253,0,0,160,0.2,0.2,18.2,17.2,13.9
2026-04-22T20:12:12Z,0,0,0,0,4.2,0,17.7,848.8,17.8,18,93.4,260,253,0,0,160,0,0,18.1,17.2,13.8
2026-04-22T20:27:35Z,0,0,0,0,4.2,0,17.5,848.7,17.6,17.8,93.8,259,253,0,0,160,0,0,18,17.1,13.7
2026-04-22T20:42:53Z,0,0,0,0,4.2,0,17.6,848.7,17.7,17.9,94.6,261,252,0,0,160,0,0,18,17.2,13.7
2026-04-22T20:57:59Z,0,0,0,0,4.2,0,17.6,848.6,17.8,17.9,94.8,261,254,0,0,160,0,0,18.1,17.3,13.8
2026-04-22T21:13:06Z,0,0,0,0,4.2,0,17.8,848.5,17.9,18.1,95.2,260,252,0,0,160,0.2,0.2,18.3,17.5,14
2026-04-22T21:28:13Z,0,0,0,0,4.2,0,17.9,848.5,18,18.2,94.7,259,254,0,0.7,160,2.2,2.2,18.4,17.6,14.1
2026-04-22T21:43:40Z,0,0,0,0,4.2,0,17.8,848.2,17.9,18.2,93.8,261,253,0,0,160,0,0,18.3,17.4,14
2026-04-22T21:58:46Z,0,0,0,0,4.2,0,17.6,848.1,17.7,17.9,93.5,261,253,0,0,160,0,0,18.1,17.1,13.8
2026-04-22T22:13:53Z,0,0,0,0,4.2,0,17.4,848,17.4,17.6,94.1,260,253,0,0,160,0,0,17.8,16.9,13.5
2026-04-22T22:29:00Z,0,0,0,0,4.2,0,17.3,847.6,17.2,17.5,94.9,261,253,0,0,160,0,0,17.7,16.9,13.4
2026-04-22T22:44:07Z,0,0,0,0,4.2,0,17.2,847.3,17.3,17.5,95.2,260,253,0,0,160,0.2,0.2,17.7,17,13.4
2026-04-22T22:59:14Z,0,0,0,0,4.2,0,17.4,847.3,17.4,17.7,95.4,261,254,0,0.2,160,0.8,0.8,17.8,17.1,13.6
2026-04-22T23:14:20Z,0,0,0,0,4.2,0,17.3,847.3,17.4,17.6,95.3,261,254,0,0,160,0,0,17.8,17.1,13.5
2026-04-22T23:29:42Z,0,0,0,0,4.2,0,17.3,847.1,17.4,17.6,95.3,260,255,0,0,160,0,0,17.8,17.1,13.5
2026-04-22T23:44:49Z,0,0,0,0,4.2,0,17.3,847,17.5,17.7,95.2,259,254,0,0.1,160,0.4,0.4,17.8,17.1,13.6
2026-04-23T00:00:56Z,0,0,0,0,4.2,0,17.3,847,17.4,17.6,94.8,260,254,0,0.2,160,0.7,0.7,17.8,17,13.5
2026-04-23T00:16:03Z,0,0,0,0,4.2,0,17.4,847.1,17.5,17.7,94.3,260,254,0,0.1,160,0.7,0.7,17.8,17,13.6
2026-04-23T00:31:10Z,0,0,0,0,4.2,0,17.3,847.1,17.4,17.7,94.1,259,253,0,0.2,160,0.9,0.9,17.8,17,13.6
2026-04-23T00:46:17Z,0,0,0,0,4.2,0,17.3,847,17.4,17.7,94.4,261,255,0,0.5,160,1.3,1.3,17.8,17,13.5
2026-04-23T01:01:24Z,0,0,0,0,4.2,0,17.3,847,17.4,17.6,94.4,260,255,0,0.6,160,1.7,1.7,17.8,16.9,13.5
2026-04-23T01:16:47Z,0,0,0,0,4.2,0,17.2,847.3,17.4,17.5,94.5,260,252,0,0.3,160,0.9,0.9,17.7,16.9,13.4
2026-04-23T01:31:54Z,0,0,0,0,4.2,0,17.3,847.4,17.4,17.6,94.4,260,253,0,0.1,160,0.7,0.7,17.8,16.9,13.5
2026-04-23T01:47:01Z,0,0,0,0,4.2,0,17.2,847.4,17.3,17.5,94.1,260,253,0,0,160,0,0,17.7,16.8,13.4
2026-04-23T02:02:08Z,0,0,0,0,4.2,0,17.2,847.6,17.3,17.5,94.1,260,252,0,0,160,0.2,0.2,17.7,16.8,13.4
2026-04-23T02:17:15Z,0,0,0,0,4.2,0,17,847.6,17.1,17.4,93.5,262,252,0,0.1,160,0.4,0.4,17.5,16.6,13.3
2026-04-23T02:32:22Z,0,0,0,0,4.2,0,17,847.8,17.1,17.4,93.6,260,254,0,0,160,0,0,17.5,16.6,13.2
2026-04-23T02:47:44Z,0,0,0,0,4.2,0,17,847.9,17.1,17.4,93.8,260,254,0,0.2,160,0.4,0.4,17.5,16.6,13.2
2026-04-23T03:02:51Z,0,0,0,0,4.2,0,17,848.2,17.1,17.3,93.9,259,253,0,0.5,160,1.1,1.1,17.4,16.6,13.2
2026-04-23T03:18:51Z,0,0,0,0,4.2,0,16.9,848.6,17.1,17.3,94.1,259,255,0,0.4,160,1.3,1.3,17.4,16.6,13.2
2026-04-23T03:33:58Z,0,0,0,0,4.2,0,16.9,848.8,17,17.3,94.4,261,269,0,0,160,0,0,17.4,16.6,13.1
2026-04-23T03:49:05Z,0,0,0,0,4.2,0,16.8,849,16.9,17.2,94.3,263,289,0,0,160,0.2,0.2,17.3,16.5,13.1
2026-04-23T04:04:12Z,0,0,0,0.1,4.2,0,16.9,849.2,17.1,17.3,94.5,275,407,0,0,160,0,0,17.4,16.6,13.1
2026-04-23T04:19:19Z,0,0,0,0.3,4.2,0,17.1,849.3,17.2,17.4,94.3,305,727,0,0,160,0,0,17.6,16.8,13.3
2026-04-23T04:34:26Z,0,0,0,0.4,4.2,0,17.4,849.6,17.6,17.7,93.1,325,944,0,0,160,0,0,17.9,16.9,13.6
2026-04-23T04:49:48Z,0,0,0,0.3,4.2,0,17.7,849.9,17.9,18,91.5,322,919,0,0,160,0,0,18.1,17,13.8
2026-04-23T05:04:54Z,0,0,0,0.4,4.2,0,18,850,18.2,18.3,90.5,338,1096,0,0,160,0.2,0.2,18.4,17.2,14.1
2026-04-23T05:20:02Z,0,0,0,0.7,4.2,0,18.7,850,18.9,19,88.9,387,1626,0,0.4,160,0.9,0.9,19.1,17.6,14.7
2026-04-23T05:35:09Z,0,0,0,0.9,4.2,0,19,850.1,19.2,19.1,86.8,420,1921,0,0.5,160,1.1,1.1,19.2,17.5,14.9
2026-04-23T05:50:40Z,0,0,0,1.4,4.2,0,19.3,850.1,19.6,19.5,86,511,2898,0,0.3,160,0.9,0.9,19.6,17.8,15.2
2026-04-23T06:06:06Z,0,0,0,1,0,0,19.7,850.1,20.1,19.8,83.9,453,2280,0,0.7,160,1.3,1.3,19.9,17.8,15.5
2026-04-23T06:21:12Z,0,0,0,2.7,0,0,20.3,850.1,20.7,20.5,80.3,754,5470,0,0.3,160,0.9,0.9,20.6,18,16.1
2026-04-23T06:36:23Z,0,0,0,1.8,0,0,21,850.2,21.6,21.4,76.3,592,3733,0,1,149,2,2,21.5,18.4,16.9
2026-04-23T06:52:10Z,0,0,0,0.9,0,0,20.1,850.3,20.6,20.6,76.9,422,1992,0,0.5,189,1.1,1.1,20.6,17.7,16.1
2026-04-23T07:07:18Z,0,0,0,1.6,0,0,21.9,850.3,22.5,22,71.9,549,3290,0,1.1,156,1.5,1.5,22.1,18.4,17.4
2026-04-23T07:22:24Z,0,0,0,2.7,0,0,23.4,850.2,24.4,23.6,64.8,768,5537,0,0.8,156,2,2,23.7,19,18.7
2026-04-23T07:37:31Z,0,0,0,1.7,0,0,23.6,850,24.1,24.1,62.8,567,3396,0,0.5,156,0.9,0.9,24.1,19.1,19.1
2026-04-23T07:53:17Z,0,0,0,1.3,0,0,23.4,850.1,23.8,23.8,64.9,501,2817,0,0,156,0.2,0.2,23.9,19.1,18.9
2026-04-23T08:09:17Z,0,0,0,1.4,0,0,22.9,850,23.4,23.4,66.4,522,3059,0,0.1,156,0.7,0.7,23.5,19,18.5
2026-04-23T08:24:23Z,0,0,0,3,0,0,25,849.8,25.2,24.9,64.2,826,6043,0,0.2,156,0.9,0.9,25,20,19.7
2026-04-23T08:39:30Z,0,0,0,3.5,0,0,24.1,849.5,24.7,24.8,57.5,918,7030,0,1,156,2,2,24.8,19,19.6
2026-04-23T08:55:20Z,0,0,0,4.1,0,0,25.1,849.4,25.9,25.8,56.2,1028,8182,0,0.5,108,1.5,1.5,25.8,19.6,20.4
2026-04-23T09:10:27Z,0,0,0,2.4,0,0,25,849.1,25.6,25.8,57.1,711,4969,0,0.4,143,1.5,1.5,25.8,19.8,20.4
2026-04-23T09:25:34Z,0,0,0,2.1,0,0,24.9,849,25.6,25.5,59.9,650,4305,0,0,143,0.2,0.2,25.6,19.9,20.2
2026-04-23T09:40:41Z,0,0,0,0.9,0,0,23.8,848.8,24.1,24,63.5,434,2142,0,0.3,224,0.9,0.9,24,19.1,19
2026-04-23T09:55:47Z,0,0,0,0.9,0,0,23.1,848.6,23.8,23.7,64.1,420,1996,0,0.9,165,2.2,2.2,23.7,18.9,18.7
2026-04-23T10:11:18Z,0,0,0,1.6,0,0,23.3,848.4,23.8,23.6,64.4,565,3415,0,0.2,165,1.1,1.1,23.7,18.9,18.7
2026-04-23T10:26:20Z,0,0,0,2.3,0,0,24.9,848,25.4,25.5,60.6,689,4720,0,0.3,164,0.8,0.8,25.6,20,20.2
2026-04-23T10:42:19Z,0,0,0,1,0,0,23.1,847.7,23.7,23.6,65.7,440,2129,0,0.4,161,1.5,1.5,23.7,19,18.7
2026-04-23T10:57:25Z,0,0,0,4.7,0,0,24.6,847.3,25.2,25.1,65.7,1135,9429,0,0,161,0,0,25.2,20.4,19.9
2026-04-23T11:14:17Z,0,0,0,4.4,0,0,25.9,847.1,26.2,26.4,61,1074,8821,0,0.1,168,0.7,0.7,26.5,20.9,20.9
2026-04-23T11:29:23Z,0,0,0,1.1,0,0,25.1,846.9,25.7,26,59.6,457,2324,0,0.4,125,1.1,1.1,26.1,20.4,20.6
2026-04-23T11:45:23Z,0,0,0,1.8,0,0,23,846.9,23.3,23.6,68.5,588,3617,0,0.8,133,1.7,1.7,23.7,19.4,18.7
2026-04-23T12:00:30Z,0,0,0,0.6,0,0,22.8,846.8,23,23.2,68.7,362,1333,0,0.5,157,2.2,2.2,23.3,19.1,18.4
2026-04-23T12:16:16Z,0,0,0,0.7,0,0,22.3,846.6,22.6,22.7,70.6,392,1564,0,2,171,5.2,5.2,22.8,18.9,18
2026-04-23T12:31:23Z,0,0,0,0.4,0,0,22.2,846.4,22.4,22.5,71.2,337,966,0,0.7,161,1.5,1.5,22.6,18.8,17.8
2026-04-23T12:46:30Z,0,0,0,2.9,0,0,22.7,846.2,22.9,23,69.4,799,6076,0,0.1,177,0.7,0.7,23.1,19,18.3
2026-04-23T13:01:36Z,0,0,0,1.1,0,0,23.1,846.1,23.4,23.5,68,452,2290,0,0.5,164,1.5,1.5,23.6,19.3,18.7
2026-04-23T13:16:43Z,0,0,0,0.4,0,0,22.8,845.9,23.2,23.2,69.7,339,1068,0,0.4,164,1.3,1.3,23.3,19.2,18.4
2026-04-23T13:32:24Z,0,0,0,0.2,0,0,22,845.8,22.2,22.3,71.8,303,589,0,0.2,216,0.9,0.9,22.4,18.7,17.6
2026-04-23T13:47:33Z,0,0,0,1.3,0,0,22.1,845.8,22.4,22.5,71.6,492,2725,0,0.5,187,1.1,1.1,22.6,18.8,17.8
2026-04-23T14:02:40Z,0,0,0,0.5,0,0,23.5,846,24.2,24.4,63.1,352,1186,0,1.4,154,3.1,3.1,24.5,19.4,19.3
2026-04-23T14:17:46Z,0,0,0,0.2,0,0,22.5,846,22.9,23,67.7,290,452,0,0,167,0.2,0.2,23.1,18.8,18.2
2026-04-23T14:32:53Z,0,0,0,0.1,0,0,21.8,846.1,22.1,22.3,71,282,386,0,0,167,0,0,22.4,18.6,17.7
2026-04-23T14:48:20Z,0,0,0,0.1,0,0,21.3,846.3,21.6,21.7,71.3,277,371,0,0.2,167,0.7,0.7,21.8,18.1,17.1
2026-04-23T15:03:28Z,0,0,0,0.1,0,0,21,846.3,21.2,21.4,70.1,275,364,0,0.2,123,1,1,21.4,17.6,16.8
2026-04-23T15:18:36Z,0,0,0,0.1,0,0,20.7,846.4,20.9,21.1,71.8,271,336,0,0.1,168,0.9,0.9,21.1,17.5,16.5
2026-04-23T15:34:34Z,0,0,0,0,0,0,20.4,846.5,20.5,20.7,73.3,261,260,0,0,188,0,0,20.8,17.4,16.2
2026-04-23T15:50:28Z,0,0,0,0,0,0,20.2,846.7,20.3,20.5,74.8,261,253,0,0.1,115,1.1,1.1,20.5,17.3,16
2026-04-23T16:05:35Z,0,0,0,0,0,0,20.1,846.8,20.2,20.5,76,260,254,0,0,115,0,0,20.5,17.5,16
2026-04-23T16:20:42Z,0,0,0,0,0,0,19.9,847,20.1,20.2,77.2,261,252,0,0,121,0,0,20.3,17.4,15.8
2026-04-23T16:36:33Z,0,0,0,0,0,0,19.5,847.1,19.7,19.9,79.3,258,253,0,0.1,109,0.4,0.4,20,17.4,15.6
2026-04-23T16:51:40Z,0,0,0,0,0,0,19.3,847.2,19.4,19.6,80.8,260,254,0,0.4,101,1.1,1.1,19.7,17.2,15.3
2026-04-23T17:06:48Z,0,0,0,0,0,0,19,847.4,19.1,19.4,82.4,261,253,0,0.1,122,0.7,0.7,19.4,17.2,15
2026-04-23T17:22:42Z,0,0,0,0,0,0,18.8,847.6,18.9,19.1,83.9,259,254,0,0.1,123,0.4,0.4,19.2,17.1,14.8
2026-04-23T17:38:38Z,0,0,0,0,0,0,18.6,847.7,18.8,19,84.7,260,254,0,0.2,123,0.9,0.9,19.1,17.1,14.7
2026-04-23T17:53:44Z,0,0,0,0,0,0,18.5,847.9,18.6,18.8,85.7,260,253,0,0,123,0,0,18.9,17.1,14.6
2026-04-23T18:08:51Z,0,0,0,0,0,0,18.3,848,18.5,18.7,86.3,260,255,0,0.3,111,1.3,1.3,18.7,17,14.4
2026-04-23T18:23:58Z,0,0,0,0,0,0,18.5,848.1,18.6,18.8,85.9,262,253,0,0,119,0,0,18.8,17,14.5
2026-04-23T18:39:37Z,0,0,0,0,0,0,18.5,848.5,18.6,18.8,85.6,262,253,0,0.7,119,1.7,1.7,18.9,17.1,14.6
2026-04-23T18:54:44Z,0,0,0,0,0,0,18.6,848.6,18.8,18.9,85.3,260,254,0,0.1,189,0.4,0.4,19,17.1,14.6
2026-04-23T19:09:50Z,0,0,0,0,0,0,18.5,848.7,18.6,18.9,86,259,254,0,0.1,189,0.4,0.4,19,17.2,14.6
2026-04-23T19:24:57Z,0,0,0,0,0,0,18.4,848.8,18.6,18.8,86.3,259,253,0,0.2,165,0.4,0.4,18.9,17.1,14.6
2026-04-23T19:40:04Z,0,0,0,0,0,0,18.4,848.7,18.6,18.8,86.2,259,253,0,0.2,125,0.7,0.7,18.9,17.2,14.6
2026-04-23T19:55:11Z,0,0,0,0,0,0,18.4,848.8,18.6,18.8,86.7,261,254,0,0,103,0,0,18.9,17.2,14.6
2026-04-23T20:10:34Z,0,0,0,0,0,0,18.5,848.8,18.6,18.8,86.6,260,254,0,0,113,0,0,18.9,17.2,14.6
2026-04-23T20:25:41Z,0,0,0,0,0,0,18.5,848.7,18.6,18.8,86.9,259,253,0,0,113,0.2,0.2,18.9,17.2,14.6
2026-04-23T20:40:48Z,0.2,0,2.4,0,0,0,17.8,848.9,17.8,18,92.2,260,255,0,1.3,184,2.9,2.9,18.2,17.1,13.9
2026-04-23T20:55:55Z,0,0,5,0,0,0,17.3,848.7,17.5,17.7,93.8,259,253,0,0,186,0,0,17.9,17,13.6
2026-04-23T21:11:02Z,0,0,5.4,0,0,0,17.4,848.4,17.5,17.7,94.6,261,254,0,0,186,0,0,17.9,17.1,13.6
2026-04-23T21:26:09Z,0,0,5.6,0,0,0,17.3,848.2,17.4,17.7,94.9,259,253,0,0,186,0,0,17.8,17.1,13.6
2026-04-23T21:41:16Z,0,0,5.6,0,0,0,17.4,847.9,17.5,17.8,95.3,260,253,0,0,186,0,0,17.9,17.2,13.6
2026-04-23T21:56:38Z,0,0,5.6,0,0,0,17.4,847.9,17.4,17.7,95.6,260,253,0,0,186,0,0,17.9,17.2,13.6
2026-04-23T22:11:45Z,0,0,5.6,0,0,0,17.2,847.7,17.3,17.6,95.5,260,254,0,0,186,0,0,17.7,17,13.5
2026-04-23T22:26:52Z,0,0,5.6,0,0,0,17.1,847.8,17.2,17.5,95.6,260,253,0,0,186,0,0,17.7,17,13.4
2026-04-23T22:41:59Z,0,0,5.6,0,0,0,17.2,847.6,17.3,17.5,95.7,259,253,0,0,186,0,0,17.7,17,13.4
2026-04-23T22:57:48Z,0,0,5.6,0,0,0,17.1,847.3,17.2,17.4,95.8,261,254,0,0,186,0,0,17.6,16.9,13.3
2026-04-23T23:12:55Z,0,0,5.6,0,0,0,17.2,847.2,17.4,17.6,96,262,254,0,0,186,0,0,17.8,17.1,13.5
2026-04-23T23:28:02Z,0,0,5.6,0,0,0,17.4,847.1,17.4,17.7,96.1,260,253,0,0,187,0.2,0.2,17.9,17.3,13.6
2026-04-23T23:43:09Z,0,0,5.8,0,0,0,17.3,847.1,17.4,17.6,96.2,260,254,0,0,186,0,0,17.8,17.2,13.5
2026-04-23T23:58:15Z,0,0,5.8,0,0,0,17.1,847,17.2,17.5,96.2,261,254,0,0,186,0,0,17.7,17,13.4
2026-04-24T00:00:17Z,0,0,5.8,0,0,0,17.1,847.1,17.2,17.5,96.2,260,253,0,0,186,0,0,17.6,17,13.4
2026-04-24T00:15:38Z,0,0,5.8,0,0,0,17,847.2,17.1,17.4,96.3,260,254,0,0,186,0,0,17.5,16.9,13.3
2026-04-24T00:30:45Z,0,0,5.8,0,0,0,16.9,847.1,17.1,17.3,96.3,260,253,0,0,186,0,0,17.4,16.8,13.2
2026-04-24T00:45:47Z,0,0,5.8,0,0,0,16.9,847.2,17.1,17.3,96.4,260,254,0,0,186,0,0,17.5,16.9,13.2
2026-04-24T01:00:55Z,0,0,5.8,0,0,0,17,847.2,17.1,17.3,96.4,259,253,0,0,186,0,0,17.5,16.9,13.2
2026-04-24T01:16:02Z,0,0,5.8,0,0,0,17,847.2,17,17.3,96.5,260,253,0,0,186,0,0,17.5,16.9,13.2
2026-04-24T01:31:09Z,0,0,5.8,0,0,0,17,847.1,17.1,17.4,96.6,261,254,0,0,186,0,0,17.5,17,13.3
2026-04-24T01:46:15Z,0,0,5.8,0,0,0,17,847.2,17.1,17.3,96.6,260,253,0,0,186,0,0,17.5,16.9,13.2
2026-04-24T02:01:42Z,0,0,5.8,0,0,0,16.7,847.2,16.8,17.1,96.7,260,255,0,0,186,0,0,17.2,16.7,13
2026-04-24T02:16:49Z,0,0,5.8,0,0,0,16.5,847.3,16.6,16.9,96.7,259,253,0,0,186,0,0,17,16.5,12.8
2026-04-24T02:31:55Z,0,0,5.8,0,0,0,16.5,847.4,16.6,16.9,96.8,261,254,0,0,186,0,0,17,16.5,12.8
2026-04-24T02:47:01Z,0,0,5.8,0,0,0,16.7,847.5,16.8,17.1,96.9,260,253,0,0,186,0,0,17.2,16.7,13
2026-04-24T03:02:08Z,0,0,5.8,0,0,0,16.8,847.5,16.9,17.1,97,259,253,0,0,186,0,0,17.3,16.8,13.1
2026-04-24T03:17:15Z,0,0,5.8,0,0,0,16.7,847.8,16.8,17.1,97.1,262,262,0,0,186,0,0,17.3,16.8,13
2026-04-24T03:32:21Z,0,0,5.8,0,0,0,16.7,847.9,16.8,17.1,97.1,265,304,0,0,186,0,0,17.3,16.7,13
2026-04-24T03:47:45Z,0,0,5.8,0.1,0,0,16.8,847.7,16.9,17.2,97.1,273,381,0,0,186,0,0,17.3,16.8,13.1
2026-04-24T04:02:52Z,0,0,5.8,0.1,0,0,16.9,848,17,17.2,97.1,279,400,0,0,186,0,0,17.3,16.8,13.1
2026-04-24T04:17:58Z,0,0,5.8,0.3,0,0,16.8,848.2,16.8,17.1,97.2,307,753,0,0,186,0,0,17.3,16.8,13
2026-04-24T04:33:05Z,0,0,5.8,0.4,0,0,17.2,848.1,17.2,17.5,97.2,324,887,0,0,186,0,0,17.7,17.2,13.5
2026-04-24T04:48:11Z,0,0,5.8,0.3,0,0,17.4,848.2,17.6,17.8,97.1,305,616,0,0,186,0,0,17.9,17.4,13.7
2026-04-24T05:03:45Z,0,0,5.8,1.4,0,0,17.6,848.5,17.8,17.8,97.1,526,3264,0,0.2,187,0.7,0.7,18,17.4,13.7
2026-04-24T05:19:09Z,0,0,5.8,0.8,0,0,17.9,848.8,18.1,18.1,93.3,402,1733,0,0.6,187,1.1,1.1,18.2,17.3,13.9
2026-04-24T05:34:15Z,0,0,5.8,0.8,0,0,18.5,848.6,18.7,18.5,89.8,412,1801,0,0.4,262,1.5,1.5,18.6,17.3,14.3
2026-04-24T05:49:21Z,0,0,5.8,0.6,0,0,18.6,848.5,18.9,18.6,85.6,370,1307,0,0,262,0.2,0.2,18.7,16.9,14.4
2026-04-24T06:04:27Z,0,0,0,0.6,5.8,0,20.6,848.6,20.8,20.2,84.4,375,1433,0,0,262,0.2,0.2,20.4,18.3,15.9
